user,song,title,play_count,release,artist_name,year
a7a0087b6a60e15d8e702b1074345a0b134f3ea8,SORPNBY12A8C141AAE,Meanwhile Back in the City,2,Freaked Out And Small,The Presidents of the United States of America,2000
758ac1576a59b4e1cc2a0a82348a8908a1640a17,SOAKMDU12A8C1346A9,Such Great Heights,1,Grey's Anatomy Original Soundtrack,The Postal Service,2003
5f5e6188961f8115b7f643a89300a4ef169481f2,SOAQLWB12A8C13BA9D,I'd Hate To Be You When People Find Out What This Song Is About (Album),3,A Lesson In Romantics,Mayday Parade,2007
6737c884dab14569efae8bf1ab06fd50b75d5d35,SODKGBG12AB017D07A,Donde Esta El Amor,3,Stop,Franco De Vita,0
9ad9205717babab4f326b739717631c9f23b5736,SOAIWCC12AC907107C,Iko Iko,1,The Music Never Stopped:  Roots Of The Grateful Dead,The Dixie Cups,1964
51791d5877fc45bdd7fa47fb4640113a51f4aa80,SONQBBD12A8AE47D66,Miss You,1,R&B Collection,Aaliyah,2002
f0d32a2bcad56291705a1c43aa34b8ce6e1a0ef3,SOOMGGT12AB01810FB,Hiding,1,Roulette,Violet Indiana,2001
656f640a2191a485151d4d4419e969a9d5542cf8,SOLLNTU12A6701CFDC,Kryptonite,1,Total 90s,3 Doors Down,1997
e8c07d75e59bb042a22f2f0d54d95ff9bcd784ea,SOYTDBL12A6D4F8148,What We Do (Explicit) (Feat. Memphis Bleek),6,Middle Finger U,Sauce Money Featuring Memphis Bleek,0
c91c28a18872ffb44e30a4d7e7054463ed4f973b,SOKCOJU12AF729DDD6,Free Yourself,2,Free Yourself,Fantasia featuring Missy Elliot,0
05ce2c853fed967805541f03dd9bf5948ba20ede,SOAUWYT12A81C206F1,Undo,1,Vespertine Live,Björk,2001
d4c6f2b3e02bfb7c4e7602d9de7cec5cfee6a7e3,SOUCCID12A81C21DD1,Break Down The Door,1,Stereo-Typical,The Special AKA,1984
cbe145bfcacb6aec5c6e1d0c4301f0640e80f89d,SOAQMNM12AB0188D7A,You And Me (Wedding Version),9,Old Dogs Original Soundtrack,Lifehouse,2005
f7a8bcf9d9f5d4314bdd41752210ca46471086ac,SOEAVMU12AB017E234,Year of the Suckerpunch,1,Show Your Colors,Amoral,2009
0dedc610aff01816e5b27d8b0c7ba7c81b7541c7,SOIEGPR12A8C13EE3F,She's Strange,1,The Definitive Collection,Cameo,1984
acde9873410dd106a38bbb02440ae1a95ab0e6b2,SOXKGUD12A58A7C687,Why Does My Heart Feel So Bad? (2006 Digital Remaster),1,Go - The Very Best Of Moby,Moby,0
b813289147f304d727356636fb8180518fad5f18,SOIKQFR12A6310F2A6,Lord I Guess I'll Never Know,7,Bitter Sweet Symphony,The Verve,1997
c04dec1f2b164d39eb3383886ebb4ebd1d5fe92e,SOWIZZY12AB0185A8B,I Got That Fire,1,Greatest Hits,Juvenile / Mannie Fresh,1999
a7f2cd5a8fd9dc277fbac000d134c884b5e0dcab,SOMOUWM12AB01901AF,Let Love Bleed Red,1,With Ears To See And Eyes To Hear,Sleeping With Sirens,0
13a1473da6f593652d4c8b0786c4c3e570dc819e,SOOYDAZ12A58A7AE08,I Will Follow You into the Dark (Album Version),1,Plans,Death Cab for Cutie,2005
68db822ac4a9b6fa00aa3260f31f1aa6d6dbbd56,SOWJWXV12A6D4FB7E0,Who Shot Ya (Explicit Album Version),1,Greatest Hits,The Notorious B.I.G.,2007
ff8ed2986acb38e16e8c968a24282eee9bb27de3,SOUKAOJ12A6D4F7C91,The Pyramids,10,Gettin' My Mind Right,Tim Wilson,1999
7c58352b264f4a132d9e0a161168385794736a86,SOEFMWQ12AB017EF15,static,1,Static,Negative Format,2002
35480c6eef0272005d2bc9f8742723f62bf318da,SOSCDWE12AB01823C4,Crack The Shutters,3,A Hundred Million Suns,Snow Patrol,2008
6cde256616cbc76e2b491cae4054326804186a33,SOZUVYE12AB017CA2D,A Whiter Shade Of Pale,1,The Boat That Rocked,Procol Harum,1967
1dc63426bbcffa512eccbb06ce2ba78f3a0ddd5b,SOYXQYY12AB018E99A,Let Me Know (Instrumental),1,A Strange Arrangement Instrumentals,Mayer Hawthorne,2010
f8e3b66609ab821b477cc270fff1dd82b180e10b,SOPFJLS12A8C136157,Twenty Flight Rock,1,Tiger Army,Tiger Army,1999
b3ad0f3648daff41ae0152aa9fa04317f2247ad0,SOTFTCL12A8C13AB41,Soledad,1,Bacilos,Bacilos,0
8961eb510a7c79aaf3183ddc78e93d0d70b27b44,SOHLVTH12AB018385F,God Is Love,6,Call On Jah,Luciano,2004
0d177fd5db05377b3e04d67e327d3ed2079f9704,SOZXEZV12A6D4F737F,Disco Infiltrator (FK's Infiltrated Vocal),1,Introns,LCD Soundsystem,2005
26df242ae26aa1b6b2eec5b666dfc4c4ae44ddb3,SONBALV12A8AE4885F,Wrong Timing,1,Party Alliance 2003,Blazer,0
69e91a4825d766f2ce112854abfd667ae46e15e0,SOHFQAE12A6701F5F6,Surrender To Me,1,Walk On,Boston,1994
de01bc6c10ee230fd9051a7e402994cd367dee14,SOXYKYA12AB0188781,Nemoj Se Bojat,5,Slusaj Mater,Edo Maajka,2002
9dba1aac81cdabcb219ed1ed39d384fc348095b7,SOXAOIN12A8C138D34,That Rock Won't Roll,3,Greatest Hits,Restless Heart,1986
58eac3f2e5e2a8f1b2e19b1de5fcd03dd1c72a7b,SOQDTEU12A6701EADA,Rikki Don't Lose That Number,5,Showbiz Kids: The Steely Dan Story 1972 - 1980,Steely Dan,1974
3d87cfa52ee012501d8984107ec575c7dfc15ded,SODYWMG12A8C139FBF,Naughty Girls (Feat. Monika) (Etienne Ozborne Remix),2,Canada's Finest House,Cajjmere Wray,0
5db1a4207e0f41f0efc4064a3006a2fef9008edc,SOPPEIA12AB018EC2B,Purity (Album Version),1,Slipknot 10th Anniversary Edition,Slipknot,0
c950c52fd72bae4f8e32b0e5694dd1dc37fecb2a,SOJGZXL12A6D4F2980,Dollhouse,4,Serpentine Gallery - Deluxe 2005 Edition,Switchblade Symphony,1995
10d1b862562ac5ddf00116a4fe95be59a4ed2a34,SOGVTIH12A58A7F7B3,Tight Rope,1,War Is Hell (Redux),Warriors_ The,0
d102596168de4472682d7deb9eabdac3ce2b681c,SOYCXUA12A8C133713,Weird Fishes/Arpeggi,1,In Rainbows,Radiohead,2007
e37c82187153cfb08aebd4ae375924da2e381ffe,SOBNPYS12AB018947C,Muchas Gracias,5,Muchas Gracias,Diomedes Diaz;Ivan Zuleta,0
8d5d62f10a5dbf13b3fb4d837064b8a979107431,SODUGMY12A6D4F70B4,Mi Primer Dia Sin Ti,1,Big Bang,Los Enanitos Verdes,1994
85336993560f62d3a84ca2df967c1547c0a990a9,SOINKVP12A8C13BF5D,Brand New Colony (Album),1,Give Up,Postal Service,2003
f6b9e1a5db92d8a988e89988aee3c423d5e10920,SOUWEEP12A58A7AA06,Pearl,1,Pearl (Legacy Edition),Janis Joplin,0
bc546e36c5cd1fc5ac93d49d455b2df1e7993b3a,SOWHZXM12A8C142FB9,Turn Your Lights Down Low,1,Coco,Colbie Caillat,2007
11a1abde97ba7f1ef8744e111c46e01e1172dd9b,SOWLXQT12A8C136E16,One Time,19,Experience 826+,Jill Scott,2001
650972c38cca3ae6b34a3e08afbc4fd3c147e45a,SOSJEEG12A6BD5571F,No Good 4 You,1,Look Inside,Cherise,0
2f37ab4d5f513c68e2276c86ed92ccef7c70ed31,SORSPQO12A6D4F782F,Lazy Days,2,A Day Without Rain,Enya,2000
e05d927ab42e85c8f5531231aee4ac4bb9898dce,SOYRQSD12A81C20A78,Mad kidz,1,Mad Kidz EP,Crookers,2008
baa976df3686fb6ce78526143a9fde22ba5c3cbd,SOTGGDG12AB018A249,Crazy Love,3,Wise and Otherwise,Harry Manx,0
cd32dbbf1c4a4a9668ec61fdd5224b38c2427f48,SOIYIMC12AC9097E45,Common Denominator,1,My Worlds,Justin Bieber,2009
ad663814ab1dda132311cc0e8e0a7ab8ef656dad,SOFVZRE12A8C139783,Far Away (Album Version),1,All The Right Reasons,Nickelback,2006
cd34daf3a2251683d3b344fce2aaef5b2890e543,SOEDDJN12AB018461A,Penelope,3,Blue Screen Life,Pinback,2001
e727b1f5b8d3a01252dbef7286c22aeed0e75518,SOUFPNI12A8C142D19,Heartbreak Warfare,4,Battle Studies,John Mayer,0
c76e06ccc9fd095c18c92005285fe3b31ad6ae3c,SOTOJSH12A58A78960,Little Annie's Christmas Wish,5,Christmas Cookies,The Oak Ridge Boys,2005
b9d85a113a3206202ba472c28c2f0ac411bf2158,SONYKOW12AB01849C9,Secrets,3,Waking Up,OneRepublic,2009
90b171e52bc31283f319d20116ccd871e0e9fb64,SOCVUET12AB01804C0,Butterfly Fly Away,1,Hannah Montana The Movie,Miley Cyrus/Billy Ray Cyrus,0
c346b02ee5c98eb151f48c52c9a39f135d0b3c0c,SOTGQEV12A6310ECD7,Wrap My Words Around You,1,Wrap My Words Around You,Daniel Bedingfield,2004
f345c5ca2dd6ee9af41c983fa08c4488ac2710db,SOMCMKG12A8C1347BF,Le Jardin d'Hiver,5,Smile,Jacky Terrasson,2002
d252fbec80df04404c4f10ee66f952bfd59a9ef7,SONSKWU12AB0184446,Long Way Home (LP Version),1,Shangri-LA DEE DA,Stone Temple Pilots,2001
c1ca87a608a468bca4f6b2aba59681e514e7b07a,SOBOBPY12A6310EE60,Everywhen,1,100th Window,Massive Attack,2003
6f0cea87b213ca2f769f720671b13ad861c4ba0f,SOZYLCP12A67ADD7E4,Así es mi música,1,Dónde está la vida,Francisco Céspedes,2000
fde982fee5c5bff6cb5e6a1faa272ba98b26772d,SOHUTQN12AB017E6BE,Sparkles,1,In Search Of Sunrise 1,Tiësto,1999
719774c4dce9249d89e1a171ae60bba0dfc85aa0,SOCWVCW12AAF3B2F24,My Favourite Book,1,In Our Bedroom After The War,Stars,2007
63c0b452da2104a6e9879d88cf7082da1e3b10a9,SOUVTSM12AC468F6A7,Drop The World,1,Drop The World,Lil Wayne / Eminem,0
482608b1cf74ab17f5fe72fd09d079f9a00fcec8,SOZVVRE12A8C143150,Greece 2000,15,Greece 2000,Three Drives,1997
dff4f8d1fa6f5cee08663f43005250ddbbc4ec66,SOKSZEI12A8AE46E1A,Expectations,1,Juno - Music From The Motion Picture,Belle and Sebastian,1996
8a10c4be69bd042225837029200b04b11bbe7613,SOKVEBW12A6D4F933B,Go On,2,Go On,The Panic Channel,0
ef75bb37152f67ada42cdb6e0ea8cc1cc83eb878,SOTDUXR12AAF3B317E,Good Days Bad Days,1,Off With Their Heads,Kaiser Chiefs,2008
483a6cbf06546b7a4de8e3c8131d1e84e6d78130,SODLZYO12AB017DEFC,Take It Slow,1,The Weekend: Friday,Forever The Sickest Kids,2009
c78332b58f1eb322eb26143cb0bd40391b791957,SOWVAUX12AB018400A,Eureka - I've Found Love,1,Once More Into The Breeches,The Upper Crust,2002
2fc534f15bac08bf159a58251dece9cc667e11ea,SOFUSBN12AF72A3C5C,Why Bother?,1,Pinkerton,Weezer,1996
1c256a7aba0ffbd568f0aa96bd2dc290fba7aebe,SOXHYVQ12AB0187949,The Beautiful People,1,Antichrist Superstar (Ecopac Explicit),Marilyn Manson,0
daed3c604e2a772990c334246088903ddcead995,SOTASGN12AC9075A8F,Stuck In The Moment,6,My Worlds,Justin Bieber,2010
3544c8c676a12d466c137b03edfd584162caeb5d,SOZLFSK12A81C20607,How We Roll,1,Alvin And The Chipmunks - Original Motion Picture Soundtrack,Alvin And The Chipmunks,0
6af8aa241e6905d11129be199544d34fe8ee88ed,SOLUSYD12AB0187024,Suzanne,1,Recovered,Denison Witmer,0
4828b406fd3897cedfea182e06181ed0e3c56ce2,SOHNXKT12A8C13ED8A,Next Evil,2,Antics,Interpol,0
e31bb988a67aff8060d0bc736435c0aa0d9bb66e,SOCMKJG12A58A7BA79,Parisienne Walkways (Live On The 'Blues Alive' Tour),2,Ballads & Blues 1982-1994,Gary Moore,1995
d1cff37a600542f969672987d8b89cf3746f0ff7,SOGUFSP12A6702049A,Strani Amori,3,Laura Pausini,Laura Pausini,1994
1825280885bd21a39fc355c75ca68c6d3f941f81,SOCQNLP12A58A7E91D,So Small,2,Carnival Ride,Carrie Underwood,2007
b09081384190b02f8ac83ea824850421674ec040,SOKXQVZ12A6D4F9838,Nikka Who?,1,Everybody Got Their Something,Nikka Costa,2001
3435afb744149288fdc2067e2868a92dbcee4fc4,SOOFYTN12A6D4F9B35,Représente,3,Fat Come Back,Alliance Ethnik,1999
8cc4e645a77fa181d2058c882caa02f5dc3fef9d,SOREBOB12A6D4F7986,A Rush Of Blood To The Head,1,Six Feet Under - Everything Ends,Coldplay,2002
7807dff374ef143d09f03ab15e99033dea231d57,SOVFEIE12A6D4F752B,Sir Duke,1,Songs From The Key Of Life - A Tribute To Stevie Wonder,Najee,1995
13bff09a49a00312f5d68b1de813304d3d232c41,SOFRVOH12A8C132F50,You Are Not Alone,5,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,Michael Jackson,1995
4780541b3c473ef3a31d780edaeaa0cdbd3ae6b4,SOGIJVI12AB01839D2,Rainy Day Blues,9,Standing On The Bank,Tab Benoit,1999
1f28580010908fc055c21b59b8f48d5a7c5e0893,SOJOIMC12AB01800A0,...Baby One More Time,1,Essential - Girls Night In,Britney Spears,1998
c3a22826d064caf117081f0a9b4d0f10debbce4c,SOLJUII12A8C132210,Chloe Dancer/Crown Of Thorns,1,Singles - Original Motion Picture Soundtrack,Mother Love Bone,2005
2668af52749df405c6eee58d41c8afd434f617e2,SOAIVZL12A8C139DFB,The Outsider,12,Thirteenth Step,A Perfect Circle,2003
5c712d932748dd0597f183a7fefa92a2504b5cc9,SOIHQJK12A6D4FE831,"Forget Me Nots (12"" Version)",1,Straight From The Heart,Patrice Rushen,2004
cd2f7cc18c9af471c5fe0b498f5ec6050d81516e,SOOIKMC12AF72AA37B,I'm Lovin' It,78,I'm Lovin' It,Justin Timberlake,2003
9bca7c613ff8206dc5905202f4d9ccbf3e05fa5d,SOBFLMV12A6701E740,Murder She Wrote,1,Reggae Roots 1972-1995 Vol.5,Chaka Demus & Pliers,1992
408f4ec54df8d7181293b599cb870230d4276692,SONWIQF12AF72A2173,They'll Know We Are Christians By Our Love,1,Redemption Songs,Jars Of Clay,2005
20192edf313441b52b44a5a9844350c2cc17da31,SOHCLPF12AB017FD26,Rock'n Roll,1,Homework,Daft Punk,1996
c679efe5a0ac5c286e11147603b773a5a99a5195,SODCZXW12A6D4F97F5,Hummingbird,1,Outrider,Jimmy Page,1988
3bf4131cc02177cfa269f3673e66a7f9e6ae8e57,SOBQLCM12A6D4FAFCD,Father Of Mine,4,So Much For The Afterglow,Everclear,1997
9aaaa3d1e790068c5783932416145b9a24edb95f,SOKLRPJ12A8C13C3FE,The Scientist,1,The Scientist,Coldplay,2002
741d207377b3aae6fa95a80b526f1317deadd8c3,SODQFQC12A8C13FD7A,Good Enough,1,The Open Door,Evanescence,2006
741d207377b3aae6fa95a80b526f1317deadd8c3,SODQFQC12A8C13FD7A,Good Enough,1,The Open Door,Evanescence,2006
7857f66c0dd86aab819f2ff19560cdcbe881c63b,SOADMKP12A8C13BAA4,Champagne's For Celebrating (I'll Have A Martini) (Album),1,A Lesson In Romantics,Mayday Parade,2007
38a07265c815c5dd4460442d586593d25b96f91b,SORDFBF12AC468A0C4,Andromeda Strain,1,The Key,Nocturnus,1990
af7c0fad8ab2337340f30402b8bfd5fb39477ddb,SOLZXXY12A67AE0E12,All That She Wants,11,Happy Nation,Ace of Base,1992
1baccab773a3fe9834530a68c1a8e28801480fa9,SOXLXXE12A6D4FAF60,Symphony of the dead,3,A'arab Zaraq Lucid Dreaming,THERION,1992
615979a024a6967b66dea76fedc3859cda0978f1,SOESJHB12A8C13F5A5,Puppetmad,1,Creature Shock Radio,Puppetmastaz,2005
941aad647f7e72ecedf91476667d1010789d833b,SOFRQTD12A81C233C0,Sehr kosmisch,4,Musik von Harmonia,Harmonia,0
ed93bc708c9c15f77d1d700ea8c64d187d6cb58e,SOAZRJG12A6D4F8A30,On Green Dolphin Street (Medley) (1999 Digital Remaster),5,30 By Ella,Ella Fitzgerald,1968
af4dc72a29727a48f508348cf8d5003fafec32d6,SOPYZOX12A6D4F8648,Martha Avenue Love Song,1,Befriended,The Innocence Mission,2003
ff558b98eef109e0c7b8715d317405ad01f22554,SOTUYKT12A6D4F5C77,Don't Fall In Love With A Dreamer,5,Greatest Hits,Kenny Rogers & Kim Carnes,1990
f7382beb3d8cfe0b5cd71ef669c759e2d6c01615,SOEGIYH12A6D4FC0E3,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),14,Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0
f733d7430dd0fcdab841ad571045024b6bd90456,SOACVXG12A8C132DAD,Kilometer,1,Sexuality,Sebastien Tellier,2008
8ba3ba5349eccc9e179905c783ef655def45490e,SODCVHZ12A58A7A572,Real Feat. Sarah Green (Album Version),3,Lupe Fiasco's Food & Liquor,Lupe Fiasco,0
e6462235a219ba36acd1852dcc283646b2a7fb47,SOEVJJC12A58A7948B,Simple Song,1,4AM Friday,Avail,1996
4dc0a821a8fc1962fb79a711cfc92cc34a0deda9,SOQGSUC12A8C13B66D,Brave The Elements,6,Brave The Elements - EP,Colossal,0
7965d246ddf817b348879910f744ddea5b25e7fa,SONDGTT12A6D4FA476,Dog Shelter,4,The Cinematic Orchestra Late Night Tales,Burial,2007
8854abbb0ff0d8e7d71c7aafed817e9929ff63f0,SOZWVSQ12AB0181FCF,Let's Go Home,1,Let's Do It Again - Greatest Hits,The Staple Singers,1960
6ab4caf19028facf768a22667eb85c98e8f4fc39,SONMTMG12A6D4FBEE1,The Man With No Skin,1,Great Lake Swimmers,Great Lake Swimmers,2003
353387f46eac81fb8bfd9f8e37ff54a8b9d73be2,SOWWFXN12AF729D418,Home,3,Heroes & Thieves,Vanessa Carlton,2007
f7cb956b7d6cf00bd7ccb3255c28b622ea21e03f,SOCZXDN12AF72A4562,Super Sex (Album Version),1,Yes,Morphine,1995
84be54f5bca61df95b46cb0a10a983fdf2c001bf,SOTKNTF12A8C144A0D,Naked As We Can,1,The L Word: The Second Season,Iron And Wine,0
73c7b5eb794e72e68504024ae3eb3aae921ee9c5,SONOSJV12A6D4FCCB9,Put the Whip On It,1,Come Shop Wit Me,Young Jeezy,2003
0d04b5b167136591ca2dc897aa156d3beb403efc,SOQPSKW12A58A7B31E,Where The Boat Leaves From (Album),1,The Foundation,Zac Brown Band,2007
c2e9c70e226a01753ac62320b5c14dddb4fd256a,SOEZQCA12A6D4FAD5D,Undiu,1,Joao Gilberto,João Gilberto,0
76d0d8339a2ded115c6ad464f99cf5c429d1bd4f,SOAMMXF12AB0181A90,The 3rd World (Album Version),1,The 3rd World Single,Immortal Technique,0
52196282ed969e9a44a32f4a25fc663ba6489c02,SOILNZM12AF72A791A,Shake,1,Hip Hop Classics,Ying Yang Twins ft. Pitbull,0
5370b15f77d365c717e954c6e06c6c3c3c6351e7,SOBONKR12A58A7A7E0,You're The One,1,If There Was A Way,Dwight Yoakam,1990
aada732848f97ff582874ba077bff66f08cc109c,SOWMYTY12A8AE45EB5,El Callejón,1,Actos Inexplicables,Nacho Vegas,2001
42ba0c7ccdd8a9426013c8f6ef53cfae3e5332b8,SOAXGDH12A8C13F8A1,Dog Days Are Over (Radio Edit),5,Now That's What I Call Music! 75,Florence + The Machine,0
92946f93f5758955ea4e9be9834c5c0bc266ffa4,SOGDUMI12A8AE45417,Gira Con Me Questa Notte (Album Version),1,Josh Groban,Josh Groban,2001
0003498ef13c9db2720f5dd4b44f270c87399900,SOOAFDW12A8C13325B,Bryn (Album),1,Vampire Weekend,Vampire Weekend,2007
8135cf980e52e65cdcde1f753b7e273d256ef02a,SOABNLP12A6D4F87F4,Mass Appeal (Explicit),3,Full Clip: A Decade Of Gang Starr,Gang Starr,0
1b035535f8451c9527f5555edeecdb9cf054a569,SOZFQGH12A8BEE9569,Por Ti No Morire,1,30 Pegaditas De Oro,Joe Arroyo,1999
702031f6c85dbeb32fb709bb36bcaffcfbabbdf8,SOWZPBZ12A58A7ABA6,Heads Will Roll,2,Heads Will Roll,Yeah Yeah Yeahs,2009
5e2604b1d753b2c027dbfd4f28ce8b6b412b8a6b,SOMIIAW12AC46881C5,Had Enough,1,Smoke & Mirrors,Lifehouse,2010
2944d7822b4e7248fc75e9f54b4bf0293078d6c2,SOWSSMV12A81C224C8,Who Do You Think,1,Our Love To Admire,Interpol,0
a4b70929188ec2153ef947750ff54831c81e59a4,SOWWLPR12AB0187717,Give It,1,Give It,X-Press 2,2005
bca3880f9afa0fadaedaeed7e48fe1de1387c01c,SOKEULR12AB018DE5C,Behind Me Now,1,The Highway Is a Circle,The Silos,0
4cb19a660da380630c2782e45c33c263f585a6cc,SOJZYUB12A67020883,Big In Japan (Original),3,Smash Hits Party,Alphaville,0
9dca51444a8c290b9c5bae92d40cea247420b1f4,SOJQOTH12A58A7EB92,The Piper,1,Circle Of Moons,Bill Douglas,0
f81bb820a30b7ccf9be7846741811f3a477541d5,SOHKYHE12A8C141B5D,The Bright Lights Of America,1,The Bright Lights Of America,Anti-Flag,2008
8908e618c8968736bfc9567e077cf3c07a2c6fc2,SOJEYPO12AAA8C6B0E,Ignorance (Album Version),3,Ignorance,Paramore,0
cad02ad3af751a79559ad826ee6d360e29106b87,SOTWNDJ12A8C143984,Marry Me,5,Save Me_ San Francisco,Train,2009
caeab226a0100d282ab273596b9f4bbde63b72d1,SOGCRXY12A8C1439FC,Mrs. Officer,2,Tha Carter III,Lil Wayne / Bobby Valentino / Kidd Kidd,0
0dc3566df1edc79010ba5550ae6ac6666c9c160a,SOYCGVD12AF729F8C2,Square Dance,1,The Eminem Show,Eminem,2002
4a79ec939e581c987b942f71ca25d824a4011d69,SOWHZXM12A8C142FB9,Turn Your Lights Down Low,2,Coco,Colbie Caillat,2007
ec53c2cf906c57ae8770f5d05338870ccc47c1eb,SOUJVIT12A8C1451C1,Savior,1,Appeal To Reason,Rise Against,2008
2b9d8ba6a39b01efbf0d4919663dacb6e85e8017,SOYSCQT12AC468F0CE,Surrounded By Light,1,Kaleidoscope,Tiësto,2009
fa7d48e7e13a79c8e0d59ee0682a9866a0897b8a,SOBFSQU12A8151AB7B,Australia,1,Jonas Brothers,Jonas Brothers,2007
7936f8aa9c34dad0ece697f0b4466f29e7feb174,SOJJHCR12A8AE464DE,Around The World / Harder Better Faster Stronger,1,Alive 2007,Daft Punk,2007
73eb366eaa365c51a3d9d75b8caea685f2829bf9,SOONKIW12A58A7B5A2,Unison,1,Vespertine Live,Björk,2001
ccdb89e62986dddacfbfb96c651eccda4f306e89,SONUSLR12A5891DCCB,Therapy,1,Nothing Personal,All Time Low,2009
f34df11f3b0f229e37dbc2ba294fc0a5365d5b2c,SOSJTOL12A6D4FB4CD,Criminal,1,The Marshall Mathers LP,Eminem,2000
8af092258e0b7bcab372b65b676e6e92d1c86cd1,SONORVA12A58A7EB65,Twist (LP Version),1,Farmhouse,Phish,2000
e12bf83b8fd615915c0b11e2a8228081ea3cebf2,SODEAWL12AB0187032,American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version),2,The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,Green Day,0
bbec8d81fb12d3f51c1917db57fa1f4a6caea5d9,SOPOMYU12A6D4F909D,Cannibal Girl (Album Version),1,Popaganda,Head Automatica,2006
2f62081b237cede49fe998516fe9f166f59e45b4,SOSXTRU12AB0187735,Johnny Guitar,1,Backspacer,Pearl Jam,2009
e134b1557388e71c706ebf9f92860665d03524dc,SOSFNMX12AF72A0E50,Gone,1,Late Registration,Kanye West / Consequence / Cam'Ron,2005
e7a3ddd2af15e5321db1847fda37ce82d5a43c33,SOVCICV12A6D4FAD60,Falsa Baiana,1,Joao Gilberto,João Gilberto,1973
abc3b91c22da128c03d6fc654a717270bdfc9e65,SOOMXHV12A6D4F7676,Ceu Distante,5,Bebel Gilberto,Bebel Gilberto,2004
a26261e39d897b9ce24ee5ce611bb1baca674409,SOSXLTC12AF72A7F54,Revelry,1,Only By The Night,Kings Of Leon,2008
7d5c4617ca51644f1bba83e520c02ac9775e4281,SORHJAS12AB0187D3F,Stagger,1,Skream!,Skream,2006
22870de0ab2bd1e777b8a2910a3268255f025bd2,SOGRBQB12A8C13656D,Heartfixer,1,Death By Chocolate,De-Phazz,2001
61457d4f6b5053031c358de46929960f3d32d782,SOCKEEZ12AC3DF61DC,I Won?t Leave,1,42 and a Half Minutes with Griffin House (B-Sides and Commentary),Griffin House,0
48b1036af12b2ee2d2f9666b67374de0d5bd9e66,SONQNEP12A6D4F7A8D,I'll Whip Ya Head Boy,1,Get Rich Or Die Tryin'- The Original Motion Picture Soundtrack,50 Cent / Young Buck,2005
4d9111594c99fe70718d07e899cd62df64eadb4c,SORWLTW12A670208FA,The Middle,5,Bleed American,Jimmy Eat World,2001
437fae8f7a2f87f5d99aef22680ce64b3555cbe8,SOEIAYL12A8C1431C1,Prelude To A Kiss,1,As I Am,Alicia Keys,2007
8715b9e30d6c2d946b5e35bbce57d3d295c6e666,SONBNVV12A8151B825,Monkey 23,1,Keep On Your Mean Side,The Kills,2003
358966ab9a28e977275ec116ce6082f122aa9448,SOROVLO12A6310E232,Run Away,1,Best Of Live,Live / Shelby Lynne,2003
f35bebbf90ead3583ef550c304571070729a2529,SOIRHMZ12A8C139043,The Ascent (LP Version),1,Dear Love: A Beautiful Discord,The Devil Wears Prada,2006
b12763b21ee2219f81f6173616d55f3dd97ebba7,SOGBLMI12AB01856AC,Fitter Happier,1,OK Computer (Collector's Edition),Radiohead,1997
f9fdd0de42aaac74914604c087cb9c45b3977eeb,SOWKSFG12A8C13E535,Torn,6,Love Song,Natalie Imbruglia,1997
4ae408d1be742c7452ef50b8ceeb5c7ceb3e96c3,SOHOXQK12A6D4FBF7C,Amerika (Album Version),1,Invitation [Live],Jaco Pastorius Big Band,0
6285286b243e96b87af330f14ca39c0746916c6f,SOEGIYH12A6D4FC0E3,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),13,Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0
f98ee4565c65e361ce2f5c850ea90565f74eff5f,SOHIWSV12A67020042,Where I Stand,2,Days Of The New,Days Of The New,1997
60d11e0e063d302bd7708a828f9f791ba156d4de,SOUYPYF12A58A76897,Raspberry Beret,2,Top Gear,Prince,1985
6e82000ed0d13312c56c3b264bf3399961c6932f,SOEJMAE12AC3DF9E9F,Island Song,1,Pug Life,Andrew Jackson Jihad,0
045079cf8aeabbf2f08a756b4234c026f2e9a1d6,SOBXVBY12AB0180457,San,1,Pictures of Silence,Tilopa,2004
778de4542ab5da73b58ec3cf5e1550575a626ad5,SOJJREI12A6D4F8573,Thunderbird [Remastered Album Version],1,Fandango [Expanded & Remastered],ZZ Top,0
d65baafafab32e7728127144774f6da760e10d7c,SOARYZA12A6D4FAB9B,Hemma Före Mörkret,1,Totta 6: Bortom Månen Och Mars,Totta Näslund,0
9f39ddd5cf2cd3f2393eb4b212edd8b42e866874,SOKWGBI12A6310F1B8,Mala Vida,2,Patchanka,Mano Negra,1988
94773b2bd285f1d19ac3473626c100cc10b25c09,SOQMLVU12A6701F8ED,Come A Little Closer,2,Greatest Hits / Every Mile A Memory 2003 - 2008,Dierks Bentley,2005
29a6d2ddb3052eb2e7c17e6764261557d6b75771,SOEPUMU12A8C133A91,Show Me The Meaning Of Being Lonely,1,Greatest Hits - Chapter 1,Backstreet Boys,1999
3e395edf5b952d6bec17d9a784bc727bbb16f80f,SOFIBYJ12A6D4F860B,Slowly,1,M83,M83,2002
