user,song,title,play_count,release,artist_name,year,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id
3faca6499108ecee8f6d99954ded03543818f515,SOUFPNI12A8C142D19,Heartbreak Warfare,1,Battle Studies,John Mayer,0,"neo mellow, singer-songwriter",0.624,0.554,2.0,-8.113,1.0,0.0225,0.191,0.00131,0.299,0.311,97.031,4gs07VlJST4bdxGbBsXVue
bc245bd75edec3007a0babe77e530d67571678f3,SOEGIYH12A6D4FC0E3,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),5,Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0,,,,,,,,,,,,,
9a213aa66b81dc7bb2041ec5426107cf24ca65da,SOTKJSS12A58A7A7CF,Tension,1,El Cartel: The Big Boss,"Daddy Yankee / Hector ""El Father",2007,"latin hip hop, reggaeton, trap latino, urbano latino",0.874,0.633,2.0,-4.944,1.0,0.111,0.132,2.39e-06,0.0682,0.499,99.979,4EIjWVWmkEjf6xazzU0u8o
5f1e105f0bd247daaab48c1cf2ca200e02ec598d,SOINZOY12A8C142CDD,Damn Girl,1,When The World Comes Down,The All-American Rejects,2008,"alternative metal, modern rock, neo mellow, neon pop punk, pop punk, pop rock, post-grunge",0.673,0.565,10.0,-7.357,1.0,0.0278,0.002,0.00107,0.112,0.9,106.057,6XQT1dD3kNbtRShuwLzk6L
5f1e105f0bd247daaab48c1cf2ca200e02ec598d,SOINZOY12A8C142CDD,Damn Girl,1,When The World Comes Down,The All-American Rejects,2008,"alternative metal, modern rock, neo mellow, neon pop punk, pop punk, pop rock, post-grunge",0.673,0.565,10.0,-7.357,1.0,0.0278,0.002,0.00107,0.112,0.9,106.057,6XQT1dD3kNbtRShuwLzk6L
eee451b6d3bc973ff509f669af9b934b75258cdf,SOCVTLJ12A6310F0FD,Clocks,1,A Rush Of Blood To The Head,Coldplay,2002,"permanent wave, pop",0.577,0.749,5.0,-7.215,0.0,0.0279,0.599,0.0115,0.183,0.255,130.97,0BCPKOYdS2jbQ8iyB56Zns
fce0ef44c81e50c1c4db092ba8b701c9041c89fa,SORXINF12A670218EB,Scattered (Album Version),1,Broken Arrow,Neil Young,0,,,,,,,,,,,,,
918f37bcb01b4a575eed652e16cd5b1afff6b867,SOAKMDU12A8C1346A9,Such Great Heights,1,Grey's Anatomy Original Soundtrack,The Postal Service,2003,"chamber pop, indie rock, indietronica, seattle indie",0.644,0.808,5.0,-7.268,1.0,0.0513,0.0467,0.187,0.0652,0.175,174.98,4G21jWo0Cm6lOIUNnZ2mUI
6df0ad8c29805e9d03c3a3f1262a4030fe9ba13b,SOTQOJQ12A6D4FB9EA,Believe In Love,6,Believe In Love,BLM,0,,0.815,0.898,1.0,-10.585,1.0,0.0463,3.21e-05,0.881,0.0682,0.837,120.025,2iEGsjwncR6rpua42GVGVA
c7501b45ccd9d346b9fb8864cca1938a35905ba0,SOMAUXP12AB018051D,Flaca,3,Andres CD1,Andres Calamaro,1997,"argentine rock, cantautor, latin alternative, latin rock, pop argentino, rock en espanol",0.739,0.745,7.0,-6.658,1.0,0.0267,0.21,0.0135,0.127,0.949,109.326,1p7m9H4H8s0Y7SgRm7j3ED
172c5a04c23d13bc857b1144dcb1ac389fe9c120,SOOQXVD12A8C13CA14,Creature,3,1997-2004 (Hits),The Mad Capsule Markets,1997,"digital hardcore, j-metal, j-punk, j-rock",0.514,0.613,4.0,-4.566,1.0,0.102,7.92e-05,0.3,0.0503,0.55,124.02,1a8QoMchzNEuNyo1eesnfc
e8ccf47509070f6115b4289af1470f596b3f7169,SOLCYYH12A8C13C486,Fight,1,Early Man,Early Man,2005,,0.387,0.938,2.0,-3.706,1.0,0.0629,0.000628,0.195,0.337,0.545,90.951,595iTxjCQLBUZrg4946rww
343dd3f8e462bd2e24f07ded2b9d0933656837d0,SOSRIHB12A8C13608B,Killing In The Name,2,Rage Against The Machine / Evil Empire (Coffret 2 CD),Rage Against The Machine,1991,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock",0.466,0.833,7.0,-4.215,1.0,0.304,0.0266,0.0,0.0327,0.661,88.785,59WN2psjkt1tyaxjspN8fp
134c75ca85119983879398c3b9c40e18e3a5d313,SOCSVLR12A6D4F8033,Tricky Nicky,1,Terminator,Nick Ingman,0,,,,,,,,,,,,,
78e8a8bbc2c45c7a9916f58b2b0ac3b75461d0a1,SODWVDZ12A8C14209A,Strange,1,Sweet Dreams: Her Complete Decca Masters (1960-1963),Patsy Cline / The Jordanaires,1962,,,,,,,,,,,,,
6c6144376d6de06991eab260c3d8142078ce1d29,SOMMKEW12A58A80F00,Horchata,2,Contra,Vampire Weekend,2009,"baroque pop, chamber pop, garage rock, indie rock, indietronica, modern rock",0.834,0.787,0.0,-7.119,1.0,0.139,0.0801,0.0,0.356,0.836,119.976,76BIj06DoRIuJLtchonDcd
5da8b8d5c3a76ec286dd9396da11c7fbdf8f0201,SOUNZHU12A8AE47481,I CAN'T GET STARTED,10,It's The Time,Ron Carter,0,,,,,,,,,,,,,
43ddfa8fddc377c09b99777f81be5279c62fd592,SODYMJB12A8C141FD4,Desert Song,1,Up From Below,Edward Sharpe & The Magnetic Zeros,2009,"la indie, stomp and holler",0.48,0.722,7.0,-8.684,0.0,0.0356,0.664,0.259,0.366,0.324,118.879,1R7qWTGHHt0xGga3nIogZD
e643b0720e8912993ada70904d0c1fbaaf9a07c4,SOHIUQQ12A8C13C72F,Like I Love You,1,Just Dance,Justin Timberlake,2002,"dance pop, pop",0.853,0.811,6.0,-4.927,0.0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,6W2Ef5Ph6ILTUAedoQ3QIv
c79fa82defb4de61ee9a039206f4c37ef7ee7124,SOFBFKM12A8C13EC88,Llegaste A Mi,2,Todo A Su Tiempo,Marc Anthony,1995,"latin pop, modern salsa, salsa, tropical",0.567,0.858,5.0,-5.429,1.0,0.038,0.647,0.0,0.227,0.803,94.856,2nIZpaxsp0CKlCg8Okfatq
e3ffafaaea019ccd199c1e1aba8f1aa300d609a4,SODCXWR12AF72A644B,Ain't What It Used To Be,1,Billy Currington,Billy Currington,2003,"contemporary country, country, country road",0.654,0.836,9.0,-3.854,1.0,0.0351,0.129,1.89e-06,0.109,0.542,117.981,1JD5oQVthC9OjQuTwlIibs
a319b8017da775057c2c1734a374182293b7e348,SOBUCSQ12A8AE4543B,The Prayer (With Charlotte Church) (Album Version),2,Josh Groban,Josh Groban,0,,,,,,,,,,,,,
e638aaf9ba9a5618757780eadf7b25ed76b215de,SOSINGI12AC468A405,Intro,4,And Their Name Was Treason,A Day To Remember,2005,"alternative metal, metalcore, neon pop punk, pop punk, screamo",0.239,0.163,1.0,-25.559,1.0,0.037,0.482,0.932,0.108,0.0346,88.371,4JHFj9OCLcqMW8Xzfk5AxQ
43e47dfd97613543f770799d0f82aba25a14992f,SOFBFKM12A8C13EC88,Llegaste A Mi,11,Todo A Su Tiempo,Marc Anthony,1995,"latin pop, modern salsa, salsa, tropical",0.567,0.858,5.0,-5.429,1.0,0.038,0.647,0.0,0.227,0.803,94.856,2nIZpaxsp0CKlCg8Okfatq
1bf4e40d9458a12cec038f2aa5f1f21cb96b628e,SOPCDRW12AB017F61A,Between The Bars,5,Either Or,Elliott Smith,0,"alternative rock, indie rock, melancholia, singer-songwriter",0.523,0.0774,7.0,-23.594,0.0,0.0631,0.937,0.886,0.107,0.354,135.207,1JbUMtVkQuaAPdHOvncVTm
247e624712a685053ac94ff90952d82298df90af,SOXCCPU12A58A7BF1E,Save Room,1,Mum Of The Year,John Legend,2006,"neo soul, pop, pop soul, urban contemporary",0.69,0.572,7.0,-6.131,1.0,0.0264,0.0451,0.0,0.0969,0.375,111.92,3sTc75CCyIw4FPs6cXkOe7
474b299253880a0ae7d033521edf32567d14d8d3,SOSVBPS12A8C141821,Something In Your Mouth (Album Version),2,It's A Misery Business,Nickelback,0,,,,,,,,,,,,,
f9ca34510a6b0c8db7c8a13b484d5741e8a60222,SOITIPP12A6D4FA3FE,Naked (LP Version),1,A Boy Named Goo,Goo Goo Dolls,1995,,,,,,,,,,,,,
852acfb3d265d340d8b254c0babe2263a88834f9,SONSYZN12A8C13831C,Lake Michigan,1,Asleep At Heaven's Gate,Rogue Wave,2007,"bay area indie, chamber pop, indie rock, noise pop, oakland indie, stomp and holler",0.437,0.823,3.0,-7.048,1.0,0.0411,0.0423,6e-06,0.0903,0.754,81.354,30lubdu2sSFsZsGQJVGjRG
8ea6c7d576addce525bf2e175144151db3e67dcd,SORBHAK12A6D4FB36C,Portobello Road,1,Matthew & Son,Cat Stevens,1966,"british folk, classic rock, folk, folk rock, mellow gold, singer-songwriter",0.668,0.262,0.0,-12.606,1.0,0.0833,0.941,0.0129,0.132,0.673,83.604,2hjKOCioL0EejmXM6tW8ZA
12645e292b6277d2a78a73d1203f89f9258a9152,SOCCAFK12A8C13F09C,Longing For,3,Reggae Gold 2005,Jah Cure,2005,reggae fusion,0.67,0.541,4.0,-7.415,0.0,0.293,0.29,3.11e-06,0.0751,0.488,167.935,4XvuRDrWteHQGLBOXbAkFZ
514d67e1d2c8e014f02685cd83ecd2cb915c475d,SOHLNXK12AB01852AF,Your Love Is A Lie,1,Sounds of Vancouver 2010: Closing Ceremony Commemorative Album,Simple Plan,2008,"canadian pop punk, canadian punk, canadian rock, modern rock, neon pop punk, pop punk, pop rock",0.502,0.867,5.0,-3.557,0.0,0.0501,0.00127,0.0,0.0896,0.574,159.95,5veTPYnAviWwQ73hMVTwb5
0859a10560d85023e88b071836aa11c62e677ec1,SOAGKBO12AB0186943,I'll Be There For You,1,Choice Picks,The Rembrandts,1995,,,,,,,,,,,,,
3267f61cc48ccbcb11b4f989b2d29ed63d062bed,SOLJWIQ12A6D4FA875,Sparks,11,Parachutes,Coldplay,2000,"permanent wave, pop",0.371,0.268,1.0,-10.506,1.0,0.0281,0.748,0.0517,0.104,0.165,102.617,7D0RhFcb3CrfPuTJ0obrod
63438c07c156730ecd5879d0f587fe3bc8b89e30,SONFDFT12B0B809543,I Still Remember,5,A Weekend In The City,Bloc Party,2007,"alternative dance, alternative rock, dance-punk, indie rock, indietronica, modern rock, neo-synthpop, new rave",0.426,0.904,10.0,-3.339,1.0,0.0364,0.000501,0.00774,0.0892,0.316,140.026,4pN5iBtBAjDzxtXum40oNj
2a4cb5b24005e8f12199a0529566b9f1b5ba0d60,SOEXDBD12A8C13B491,Throw It Away (Rehearsal 1979),1,Media Blitz,Germs,0,"early us punk, hardcore punk, punk",0.238,0.451,10.0,-10.955,0.0,0.0537,0.065,0.616,0.134,0.0957,109.968,6PYcsrYxF4LxlGLeRQV3oe
59fb634dd674d55a895ecde45e387a54d2686df2,SONCELS12A58A7D2A7,No Ordinary Love (Remastered LP Version),2,B-Sides & Rarities,Deftones,2005,,,,,,,,,,,,,
253ae8a205f04daf2fec47a2ea4a6a648d5c674a,SOMWZGU12AB018B76A,Dinosauri,1,Soul Makeover,Nicole Willis,2000,"finnish soul, retro soul",0.369,0.0464,0.0,-26.891,0.0,0.0411,0.962,0.0301,0.134,0.0394,93.849,2Qbf20gukpbgHk6J2cTtRf
ace4b333861ab5a2cac0d90d7040b104fb534e5c,SOOFEFQ12AF72A828A,2 Become 1 (Single Version),2,Greatest Hits,Spice Girls,1996,,,,,,,,,,,,,
a77c829b96affe29dda6c5a5c6f66005ddd78c38,SOEVVSP12A8C1368BE,Pump Up The Volume,1,Pump Up The Volume,Art Brut,2007,,,,,,,,,,,,,
ed79ee2dc5df77ffea3c737e1421575e07574ceb,SOZHUKB12A58A7D4FA,Schießt die Deutschen raus,1,Schießt die Deutschen raus,Mario Lang,0,,0.507,0.675,3.0,-5.776,1.0,0.0419,0.0403,0.0,0.14,0.633,162.093,4tNqWPQWWCpyCev7ocI8zF
18ed8e205fa6464fc171b98a1476304875dbbd49,SOQQAAQ12A67ADE34D,Welcome To The Black Parade (Album Version),3,The Black Parade,My Chemical Romance,2006,,,,,,,,,,,,,
1c767efb0ac27b07129463f76f4e2333eaa25ad4,SOBUVIE12A8C13B565,She'll Come Back,2,Wooden Head,The Turtles,1971,,,,,,,,,,,,,
9365b9964d6ddbd3828eb962697df1d8b3bc4162,SOIESKU12A8C134DCA,Revenga,1,Mezmerize,System of a Down,2005,"alternative metal, nu metal, rap metal, rock",0.51,0.944,8.0,-2.174,1.0,0.0768,0.0016,0.000109,0.0686,0.44,140.043,577mOFb1LAvSANIUZ4mbQ7
9365b9964d6ddbd3828eb962697df1d8b3bc4162,SOIESKU12A8C134DCA,Revenga,1,Mezmerize,System of a Down,2005,"alternative metal, nu metal, rap metal, rock",0.51,0.944,8.0,-2.174,1.0,0.0768,0.0016,0.000109,0.0686,0.44,140.043,577mOFb1LAvSANIUZ4mbQ7
41407e882c7bbac10e2bdacb54bc12812a4eda7a,SONLRMR12AF729FFEA,Blooze,2,Shut Up - We're Tryin' To Practice!,Junkyard,1989,"glam metal, sleaze rock",0.521,0.825,7.0,-10.432,1.0,0.038,0.000474,4.03e-06,0.168,0.766,88.839,2Om0TouVcvH7P58fjynJ2z
c955b19f355cf1bd7c14ddb45489aef3d3f7e50a,SOGXOJX12A8C131F33,To All The Girls I've Loved Before (With Julio Iglesias),1,Half Nelson,Julio Iglesias duet with Willie Nelson,0,,,,,,,,,,,,,
76e0fa2602d81344ff66c548f32c1789f3ce21db,SOWYNXF12AB01845CA,The Mighty Doors Of The Speargod's Hall,1,Versus The World,Amon Amarth,1996,"groove metal, melodic death metal, metal, power metal, speed metal, swedish death metal, swedish melodeath, swedish metal, tolkien metal, viking metal",0.104,0.963,1.0,-4.495,1.0,0.115,3.12e-06,0.904,0.246,0.124,157.75,0OOAOeXKzxlLn8XBT1ZWhq
edb72fd5db29d2b9c2604b111c4426ca77ff68aa,SOIVTPF12A58A777BF,Yes_ The River Knows [New Stereo Mix] (Advanced Resolution),1,Waiting For The Sun [40th Anniversary Mixes],The Doors,0,,,,,,,,,,,,,
dc3ae97a8d70c949df6ff59747114689c7fd100d,SOPRZQA12A58A7A112,Black Star,1,The Bends,Radiohead,1995,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",0.289,0.555,7.0,-7.434,1.0,0.0402,0.00312,0.0496,0.27,0.306,158.671,6UO72VSXEONxdfLyABihs9
5ca8e2b96df49158c27e756b805d8879ce7e3565,SOWZRAS12AC46866C5,Todos Los Besos,1,El Niño Pena,Los Rebujitos,0,"carnaval cadiz, flamenco urbano, pop flamenco, spanish pop",0.505,0.644,7.0,-4.876,0.0,0.144,0.845,0.0,0.0662,0.57,112.88,5Tqzffefo3Ua5G9ScLAnBe
1eec0cdef47408915a88ca24f0bdbbdfa19c0026,SOONTFJ12A8C132148,Edge Of The Blade,1,3CD Slipcase,Journey,1983,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, soft rock",0.225,0.934,2.0,-5.509,0.0,0.0507,0.0113,3.09e-05,0.374,0.487,138.282,7M4bcjFdVz5HoNaBIykyf1
251a11706afd2a594693ee4f851ede22da5ac326,SOIAEJI12AF72A1A3A,Bizarre Love Triangle,1,Brotherhood [Collector's Edition],New Order,1986,"alternative rock, dance rock, madchester, new romantic, new wave, permanent wave, post-punk, synthpop, uk post-punk",0.613,0.885,10.0,-7.463,1.0,0.052,0.0804,0.746,0.0997,0.919,118.506,6wVViUl2xSRoDK2T7dMZbR
9d9ac7154fc965f1c8a0751a88c5bd38ee6c807b,SOMLMKI12A81C204BC,Champion,1,Graduation,Kanye West,2007,"chicago rap, hip hop, rap",0.693,0.504,6.0,-8.306,1.0,0.238,0.00299,0.0,0.695,0.723,102.139,4UQMOPSUVJVicIQzjAcRRZ
62d22d69017b59a2e73c87ff198723ba694534f3,SOJPLEQ12AC468A0CD,Window Seat,8,New Amerykah Part Two: Return of the Ankh,Erykah Badu,2010,"afrofuturism, alternative r&b, neo soul, r&b",0.643,0.535,0.0,-6.795,0.0,0.0941,0.648,0.00213,0.0766,0.564,82.193,74HYrIbnpc2xKCTenv5qKM
bbe474e6c2b4faf7654694292ff6a3e37b5de435,SOGHXWQ12A8C13D65C,(I Can t Get No) Satisfaction,11,The Covers Record,Cat Power,2000,"art pop, indie rock, melancholia, singer-songwriter, slowcore",0.591,0.0963,9.0,-16.738,0.0,0.031,0.932,0.000566,0.107,0.268,100.421,6dv99Xm7fEjm7K1ATHj1UG
223966d2294ed1a38f6999e0b0b3fe3c945b11c6,SODLOYF12AB017BBCD,Jailbreak,1,Artist Karaoke Vol. 36 (Sing the Songs of AC/DC),Charttraxx Karaoke,1976,karaoke,0.479,0.684,7.0,-3.744,1.0,0.0341,0.000304,0.211,0.0908,0.248,121.944,4DmeqgKuGPC0cJi69lN87k
acdf0eb3a944c2b4b9702d5bc5dca0f1ef687f7e,SOFZCIK12A6D4FABA8,Non Mi Piace,1,Made In Italy,Cattivi Pensieri,0,,,,,,,,,,,,,
3dbe1dac894ee4f2dd18a2932b817722d4b41578,SOZKLGL12A8C141B6B,Macorina,1,El Alcalde Del Barrio,Joe Cuba,0,"afro-cuban percussion, boogaloo, latin jazz, salsa",0.668,0.754,2.0,-7.525,1.0,0.0435,0.919,0.000275,0.0681,0.963,111.715,47obyKolLPxgw7CMPWCMos
510c3b03bd42ed03ae7f6f572b5bf4a3f9b3645f,SODVBSW12A58A80F06,Goccia,3,Nido,Cristina Donà,1999,italian alternative,0.599,0.25,9.0,-17.905,1.0,0.0402,0.244,0.268,0.133,0.0839,114.654,1VE8ZXWPecWKLdNA6pwbrk
0c2783c83c93c10e3158aa97a79bde97d9ad874f,SOMINLI12A6D4F9C4A,Melancolia Del Ayer,2,Fonseca,Fonseca,0,"colombian pop, latin pop",0.6,0.472,6.0,-8.534,1.0,0.0295,0.535,2.99e-06,0.138,0.573,140.096,4vr18FTPVECYR96lSY0yKu
b8970e2eb67833926a47e466ef1e29bc73bbc883,SOESALW12A6D4F7BBD,All That's Left,5,The Artist In The Ambulance,Thrice,2003,"post-hardcore, screamo",0.48,0.985,7.0,-2.329,0.0,0.0814,8.68e-05,0.605,0.328,0.544,182.941,6VKP3Aru2I3OXMQX2yaMWX
6c88727f5118e3b02d7d6ea655d2e62d8e835dd8,SOVQRNW12AB0186727,You Yourself are Too Serious,1,A Data Learn the Language,The Mercury Program,2002,american post-rock,0.404,0.685,0.0,-11.835,1.0,0.0294,0.839,0.921,0.168,0.765,148.126,3fIv2iQhKJzrGM5sjxWkJe
585e40fb067eabd8525ed1f75f7f500e1b720b3f,SOITFCH12A6D4F9478,Satisfaction,1,Hypnotica,Benny Benassi Presents The Biz,2003,"edm, electro house, pop dance",0.793,0.698,11.0,-3.626,1.0,0.104,0.163,0.145,0.0745,0.339,130.017,1n7omixiROWs5q6xpWiQuL
368348df17ee010e7563cc9ed8a955eb0c54c3f0,SOAGKBO12AB0186943,I'll Be There For You,1,Choice Picks,The Rembrandts,1995,,,,,,,,,,,,,
82bd33ef5e6b2868972170a1c07264dc5fb713a2,SOQGOPT12AAF3B2B27,Wild World,2,Tea For The Tillerman,Cat Stevens,1970,"british folk, classic rock, folk, folk rock, mellow gold, singer-songwriter",0.48,0.542,0.0,-8.51,1.0,0.0348,0.345,0.000609,0.113,0.567,152.853,7mjSHL2Eb0kAwiKbvNNyD9
9e44c3d850f1969296d5f7c6500fcac3e8092753,SOMGEVM12A6D4F7323,Bullet,7,Century Spring,Mason Jennings,2002,stomp and holler,0.735,0.752,11.0,-7.467,1.0,0.0429,0.166,0.0,0.284,0.871,72.453,4yXtaxxiMaJHSeMQHF6rgw
33d5fdacbf7caacce912a54dec9bab63bd2a8370,SORDTSU12AB01859DB,Heathen's Kiss,2,House With No Home,Horse Feathers,2008,,,,,,,,,,,,,
e05f5b1dba3eece71df341b2b9160cf2e84bda39,SOGZRAF12A58A7DC58,A Foggy Day (In London Town) (Album Version),2,It's Time,Michael Bublé,2005,,,,,,,,,,,,,
4227bba8d12fe379f06115c46b5161318d4074a2,SOFFAZF12A6D4F94F0,Fuckoff Is Not the Only Thing You Have to Show (Album),2,Cansei De Ser Sexy,CSS,0,,,,,,,,,,,,,
8b37c847d69dfa617382668e778f419b32c6da1f,SOQGQGO12A58A7A123,The Story In Your Eyes,1,This Is The Moody Blues,The Moody Blues,1971,"album rock, art rock, british invasion, classic rock, country rock, flute rock, folk rock, heartland rock, mellow gold, progressive rock, rock, singer-songwriter, soft rock, symphonic rock",0.328,0.83,7.0,-9.831,1.0,0.0372,2.7e-05,0.491,0.315,0.636,85.725,3kcaix8VptngsWoYDTqEN2
36e320c0527dcadd4334428de7893950baf3af4f,SOUZJMM12A6D4F5911,The God That Failed,3,Metallica,Metallica,1991,"hard rock, metal, old school thrash, rock, thrash metal",0.551,0.813,8.0,-6.406,1.0,0.0363,0.000451,0.000123,0.174,0.431,83.046,1O0GYt4Kak2eU6GXJuSYot
62b745a43163b4fc53e7a56c822bd7a7e52bbfd5,SOFMFXK12A8C13C658,Spare-Ohs,1,Armchair Apocrypha,Andrew Bird,2007,"baroque pop, chamber pop, chicago indie, indie rock, melancholia, stomp and holler",0.386,0.352,0.0,-10.12,1.0,0.0353,0.113,0.000179,0.188,0.209,101.967,3YXYzaQ2gKlHl7E9ltKiZH
9f544d56fbf7fe0d2e5df0f85df53606f4f6fd62,SOFWEOE12AB0187949,Long Haired Doney (traditional),1,One Word,Hillstomp,2005,"alternative roots rock, deathgrass, garage punk blues, modern blues rock",0.504,0.884,7.0,-7.801,1.0,0.0293,0.165,0.845,0.138,0.921,108.531,0fWlMCS6hz8IL8Rgv4bkii
4c24c1f0ecc4e3075b68cf04b9a89ea3170f744d,SOCNAXF12A6D4F9B34,Creil City,2,Fat Come Back,Alliance Ethnik,1999,old school rap francais,0.79,0.613,2.0,-5.478,1.0,0.182,0.264,0.000243,0.109,0.747,93.968,3oZA6qfdJe3xGeh1ddC3Lb
dde40c75dd402059acaf43279a33e6ee99450526,SOOXMDY12AF729E7D1,Take It There,1,Game Theory,The Roots / Wadud Ahmad,0,"conscious hip hop, east coast hip hop, hip hop, philly rap, political hip hop",0.741,0.746,11.0,-7.733,0.0,0.422,0.0171,0.0,0.83,0.477,91.042,5CpO6xt7x795F0gl4pAXoY
cf043547114594169aad69f31725d5b7be33184f,SOVODTO12A6D4FDE22,The Gulag Orkestar,1,The Gulag Orkestar,Beirut,2006,"albuquerque indie, baroque pop, chamber pop, indie rock, indietronica, stomp and holler",0.302,0.489,2.0,-8.45,0.0,0.0367,0.133,0.0139,0.0637,0.168,120.047,3Yhe8W8q5P7pj1xFmboSsl
32d7ef74a9714c762b8df7da95b6895c1db0c0da,SOXQYSC12A6310E908,Bitter Sweet Symphony,1,Bitter Sweet Symphony,The Verve,1997,"britpop, permanent wave, rock, shoegaze",0.356,0.917,9.0,-6.006,1.0,0.0479,0.0335,0.0,0.406,0.518,171.176,57iDDD9N9tTWe75x6qhStw
59c92ec763c271b4bb15ebf6231d3222a012fc94,SOEIKRK12AB017D6E0,Have Faith In Me,2,Homesick [Special Edition],A Day To Remember,2009,"alternative metal, metalcore, neon pop punk, pop punk, screamo",0.507,0.933,0.0,-4.7,1.0,0.0869,7e-05,0.0,0.105,0.715,149.996,4IX6QvjOI62tyHigVsTUlv
1dce9e3ebf46769c89d06805b467b92685d46a66,SOQBMFK12A8C13835B,Found Home,1,End Of The Millenium,59 Times the Pain,1999,swedish hardcore,0.382,0.967,1.0,-5.06,1.0,0.13,0.000133,8.95e-06,0.0928,0.32,129.494,5RCLabWSqBeJQ1l2Fld0RQ
2714bbf5d992a4d51ed6dfd67907e772de442d8a,SONOMEC12A8C14541F,Schwarze Biene (Black Maja),5,Dolores,Bohren & Der Club Of Gore,2008,"dark jazz, drone",0.268,0.00633,7.0,-21.151,1.0,0.0612,0.966,0.943,0.0772,0.0326,130.945,1VAPR6K9UJ7sxPWKHHea9Y
d843d274e3c7c35e39856c1381d282bd53ec5769,SOZCDWG12A6D4F81E1,A Beggar On A Beach Of Gold,5,Beggar On A Beach Of Gold,Mike And The Mechanics,1995,"album rock, mellow gold, new romantic, new wave, new wave pop, soft rock",0.674,0.744,10.0,-7.2,0.0,0.0257,0.127,0.0,0.0514,0.721,131.963,5E0pox493hCPrJYsydr1Bu
29631f408dd8c6f4c55c0b8d3bd772de4f1beb5b,SOVNGPA12A8C13D39D,Byzantium,1,Somewhere To Elsewhere,Kansas,2000,"album rock, classic rock, hard rock, heartland rock, mellow gold, progressive rock, rock, soft rock",0.348,0.296,2.0,-12.528,1.0,0.029,0.727,1.54e-06,0.0781,0.181,82.236,77LwHi5qcfyWP1mUfCdKis
07cf45bf38dccb90d07a0c4dc638346eca3b4e9f,SOQHFWA12AAA8C6662,Engel,2,Sehnsucht,Rammstein,1997,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte",0.624,0.58,2.0,-6.949,1.0,0.0283,0.00134,0.0123,0.352,0.246,96.098,5Zuboc3Cj9Ldnc8HyUnNUK
7292940e88718a59e8310c6f53363fd5a76e7651,SOKNKVI12A6D4FBE3A,The Creed (The Creed Album Version),3,For Freedom,Avalon,0,"ccm, christian alternative rock, christian music",0.534,0.945,8.0,-3.035,1.0,0.0647,0.00668,5.77e-05,0.26,0.615,96.965,4n8pNHQcPscQeYzPj9kI8h
89db8363351110305defcbbfd9eec4b46eac74a9,SOPDJRT12A8C144CE0,War curse,1,Hordes of Chaos,Kreator,2009,"death metal, german metal, german thrash metal, hard rock, melodic thrash, metal, old school thrash, speed metal, thrash metal",0.225,0.997,9.0,-3.512,0.0,0.177,0.00226,0.00073,0.687,0.0396,110.377,7zXGnJF0XTz5H9VGcm2Pep
ee5dae51c900cc7e8e2c41f581be3d72c8c22b51,SONYTCW12A8C13E498,El Enemigo,2,Silver Sorgo,Luis Alberto Spinetta,2001,"argentine rock, post-punk argentina, rock nacional",0.569,0.58,0.0,-10.293,1.0,0.0292,0.0288,0.00112,0.125,0.304,110.117,2mtNIKLsogcr7pHWcFxL1h
e93a0e9d5b8df1e0cba6ba318ff6ca84f738c64e,SODOLRB12A8AE47628,Touch My Body,1,R&B Collection,Mariah Carey,2008,"dance pop, pop, urban contemporary",0.714,0.665,4.0,-7.736,0.0,0.0509,0.0996,0.0,0.226,0.842,78.515,2aEuXA1KswHlCGPOuPmCOW
13065ff25918788237c89e7efecd15921c3dfec8,SOUJMAG12A8C141F5C,Om Nashi Me,1,Up From Below,Edward Sharpe & The Magnetic Zeros,2009,"la indie, stomp and holler",0.251,0.8,0.0,-7.9,1.0,0.0466,0.144,0.063,0.31,0.176,121.515,5lYAfqEeShMx0q4TQXeO1Z
a8b8a767a6ce11dba7bcd84b732a428c8f869ed1,SOGWHND12A58A7E0FC,Budos Theme,1,The Budos Band,The Budos Band,2005,"afrobeat, ethio-jazz, instrumental funk, instrumental soul",0.435,0.876,0.0,-6.001,0.0,0.0764,0.0295,0.73,0.107,0.963,119.326,5sF287sBRhHMDJqO8gMbSp
1bd6fa9aff2afb747a92d3845e219ff9517c4011,SOVUNYP12A8C13385F,Brother_ Don't You Walk Away,1,Hooterization:  A Retrospective,Hooters,0,philly indie,0.557,0.792,0.0,-7.407,1.0,0.0352,0.376,0.0,0.126,0.594,147.248,3lFwS7h0DxjnyQnRe47ubT
5e235522c682b9f5ac5aa8a6503c3f6585a1aa6b,SOLSDBR12A8C13DDA3,Can't Repeat,8,Greatest Hits,The Offspring,2005,,,,,,,,,,,,,
